location,total_sqft,size,price
Electronic City,940.0,2,41.0
Thanisandra,1185.0,2,42.6
Tumkur Road,1779.0,3,112.0
Begur Road,1615.0,3,59.76
JP Nagar,4624.5,4,453.0
Haralur Road,1056.0,2,61.0
7th Phase JP Nagar,1100.0,2,46.0
Arekere,920.0,2,40.0
Other,1602.0,3,75.0
Padmanabhanagar,1176.0,2,62.0
HBR Layout,675.0,4,59.0
Other,1352.0,3,135.0
Kasavanhalli,1717.0,3,99.0
Other,10961.0,4,80.0
Bhoganhalli,2119.0,4,111.0
Vittasandra,1246.0,2,67.3
Anandapura,1141.0,2,42.79
Hennur Road,1157.0,2,84.0
Chandapura,1025.0,2,27.68
Yelahanka New Town,650.0,1,33.0
Hebbal,1349.0,2,98.0
Other,1566.0,3,83.3
Sahakara Nagar,2830.0,4,195.0
Electronic City,1320.0,3,38.13
Other,1780.0,3,84.83
Varthur,1091.0,2,34.9
Rachenahalli,3670.0,4,300.0
7th Phase JP Nagar,918.0,2,50.49
Yeshwanthpur,1950.0,4,130.0
Panathur,1695.0,3,90.0
Yelahanka,1705.0,3,95.0
Kalyan nagar,1375.0,3,75.0
Kanakpura Road,525.0,1,30.0
Whitefield,1447.0,2,83.0
Thanisandra,1114.0,2,39.0
7th Phase JP Nagar,1450.0,3,100.0
Other,460.0,2,15.0
Vasanthapura,1022.0,2,40.0
Hebbal,1000.0,2,45.0
Electronic City,1128.0,2,68.75
Kanakpura Road,1180.0,2,57.0
TC Palaya,1000.0,6,69.0
Nagarbhavi,1200.0,2,150.0
Sadashiva Nagar,3761.0,3,660.0
Kanakpura Road,1339.0,2,75.0
Yelachenahalli,1400.0,3,55.0
7th Phase JP Nagar,1040.0,2,39.52
Kadugodi,1198.0,2,58.0
Other,1200.0,4,95.0
Sarjapur  Road,1691.0,3,113.0
1st Block Jayanagar,1630.0,3,194.0
8th Phase JP Nagar,1240.0,3,43.5
Bannerghatta Road,1122.5,2,58.935
Mallasandra,1665.0,3,86.58
Marathahalli,2489.0,3,94.0
Brookefield,1142.0,2,70.0
Other,1976.0,3,184.0
Other,5500.0,4,600.0
Kothannur,1853.0,3,82.0
Vijayanagar,600.0,8,72.0
Kasturi Nagar,1567.0,2,92.0
Talaghattapura,1090.0,2,27.24
Raja Rajeshwari Nagar,1200.0,6,125.0
Other,2400.0,4,640.0
Electronics City Phase 1,1175.0,2,51.47
Subramanyapura,1200.0,2,52.0
Kodichikkanahalli,995.0,2,41.0
Magadi Road,884.0,2,41.1
Other,900.0,5,80.0
Yeshwanthpur,1170.0,2,57.0
KR Puram,1225.0,2,46.55
Electronic City,1342.0,2,73.3
Uttarahalli,1345.0,2,67.0
Kodigehaali,1320.0,3,65.0
Other,1286.0,2,45.0
Raja Rajeshwari Nagar,1140.0,2,49.39
Battarahalli,1300.0,2,50.0
Hosa Road,1652.0,3,85.0
Thigalarapalya,2072.0,3,142.0
Arekere,1740.0,3,95.0
Electronic City,1360.0,3,71.0
Hosur Road,1145.0,3,60.0
Uttarahalli,1540.0,3,40.0
Sarjapur  Road,1278.0,2,95.0
Electronic City Phase II,630.0,1,40.0
Other,1200.0,3,95.0
Other,2500.0,7,115.0
Chandapura,582.5,1,15.135
Hosur Road,3300.0,5,240.0
Basaveshwara Nagar,4500.0,5,415.0
Gunjur,1356.0,3,66.0
Other,823.0,2,28.0
TC Palaya,1200.0,3,66.0
Ramamurthy Nagar,1050.0,2,37.0
Other,1180.0,2,69.0
7th Phase JP Nagar,1070.0,2,42.79
Varthur,1385.0,2,80.0
Varthur,1000.0,1,70.0
Whitefield,1897.0,3,130.0
Magadi Road,1005.0,2,55.78
Green Glen Layout,1575.0,3,125.0
Subramanyapura,975.0,2,65.0
Hennur Road,1904.0,3,120.0
Kengeri Satellite Town,930.0,1,30.0
Other,686.0,1,17.0
Electronic City Phase II,2400.0,2,150.0
Other,1410.0,2,233.0
Sarjapur  Road,2238.0,3,140.0
Harlur,1174.0,2,69.0
Thubarahalli,3800.0,4,239.0
Whitefield,2225.0,3,125.0
Other,1250.0,2,200.0
Jigani,918.0,2,52.0
Mahadevpura,1250.0,2,52.0
Sarjapur  Road,1800.0,3,110.0
Marathahalli,1170.0,2,53.0
Other,1300.0,1,200.0
Bannerghatta Road,793.0,2,45.0
Jakkur,1710.0,3,107.0
Kambipura,1082.0,3,57.5
Naganathapura,1001.0,2,33.03
Other,1500.0,4,180.0
Yelahanka,1590.0,3,54.0
Other,2400.0,3,80.0
Horamavu Banaswadi,1554.0,3,55.0
Thanisandra,1142.5,2,43.415
Bellandur,4239.0,5,423.0
Konanakunte,884.0,2,58.0
Hosa Road,1045.0,2,98.89
Marathahalli,1019.0,2,49.86
Ambedkar Nagar,1935.0,3,130.0
Uttarahalli,1135.0,3,39.73
Lakshminarayana Pura,1680.0,3,150.0
Hebbal,2470.0,4,247.0
1st Phase JP Nagar,2825.0,4,250.0
Hosakerehalli,2480.0,3,330.0
5th Phase JP Nagar,1260.0,9,290.0
Ramamurthy Nagar,1800.0,5,187.0
Kasavanhalli,1799.0,3,90.0
Whitefield,4348.5,4,304.0
Attibele,400.0,1,11.0
Kundalahalli,1047.0,2,82.0
Other,1282.0,2,87.0
NGR Layout,1020.0,2,45.9
Kammanahalli,1080.0,4,155.0
Whitefield,1495.0,2,79.5
Kasavanhalli,3260.0,4,240.0
Other,1611.0,3,64.44
Koramangala,3500.0,4,425.0
Other,1500.0,3,95.0
Sahakara Nagar,1500.0,3,95.0
Yelahanka,3206.0,4,270.0
Uttarahalli,1540.0,3,50.0
Hosa Road,1639.0,3,80.0
Marathahalli,700.0,4,72.0
Raja Rajeshwari Nagar,1303.0,2,55.79
Koramangala,1005.0,2,110.0
Kammasandra,657.5,1,18.41
Chandapura,1305.0,3,33.28
Kothannur,600.0,3,95.0
Other,1300.0,2,115.0
Brookefield,1440.0,3,68.0
Seegehalli,901.0,2,35.14
Rajaji Nagar,1725.0,3,200.0
Sarjapur,900.0,3,42.0
NGR Layout,1020.0,2,48.45
Varthur,1535.0,3,65.99
Other,530.0,1,20.0
Other,1350.0,2,80.0
Sarjapur  Road,1115.0,2,50.0
Uttarahalli,1175.0,2,47.0
Whitefield,1113.0,2,62.0
Uttarahalli,1200.0,6,225.0
Ramamurthy Nagar,1640.0,5,240.0
Giri Nagar,650.0,2,42.0
Marathahalli,1325.0,2,71.55
Electronics City Phase 1,950.0,2,31.0
Jakkur,1396.0,3,86.51
Rachenahalli,1050.0,2,52.07
Thanisandra,1825.0,3,100.0
7th Phase JP Nagar,1190.0,2,49.98
Marathahalli,1220.0,2,56.5
NRI Layout,1565.0,3,75.0
Hennur Road,1891.0,3,109.0
Other,900.0,2,27.0
Hosa Road,1161.0,2,55.15
Sarjapur,649.5,1,17.535
Other,2400.0,8,125.0
Rajaji Nagar,315.0,4,90.0
Yeshwanthpur,665.0,1,36.85
Hoodi,1425.0,2,80.0
Chikkabanavar,1200.0,1,20.0
ITPL,1200.0,3,56.12
Somasundara Palya,1255.0,2,67.0
Hegde Nagar,2112.95,3,145.0
Raja Rajeshwari Nagar,600.0,1,22.0
Haralur Road,1810.0,3,100.0
Indira Nagar,1200.0,2,93.0
Harlur,1033.0,2,49.0
ITPL,1548.0,3,89.5
Horamavu Banaswadi,1611.0,3,66.0
Electronic City Phase II,1400.0,3,40.43
Vidyaranyapura,1485.0,3,67.0
Margondanahalli,2400.0,2,82.0
Pattandur Agrahara,1025.0,2,44.5
Other,600.0,4,65.0
Other,1225.0,2,53.0
5th Phase JP Nagar,1256.0,2,62.8
Whitefield,2268.0,4,163.0
Kanakpura Road,1100.0,3,53.0
Other,1141.0,2,62.0
Attibele,400.0,1,12.0
Chandapura,1400.0,2,60.0
Other,4100.0,7,140.0
Other,1286.0,1,110.0
Other,15.0,1,30.0
Other,1175.0,2,48.27
Sahakara Nagar,1100.0,2,56.0
Kanakpura Road,1843.0,3,95.84
1st Phase JP Nagar,1200.0,8,240.0
Horamavu Banaswadi,1460.0,2,80.5
Rachenahalli,1530.0,3,74.5
HSR Layout,1467.0,2,55.0
Other,950.0,1,40.0
Vittasandra,1246.0,2,64.5
Kanakapura,711.0,1,38.0
Haralur Road,1194.0,2,46.0
Babusapalaya,1358.0,3,43.4
Nagasandra,1500.0,6,130.0
Hoodi,1420.0,2,75.0
Kathriguppe,1250.0,3,68.75
Akshaya Nagar,1280.0,2,58.0
Nagappa Reddy Layout,1209.0,2,50.0
Other,4200.0,5,225.0
BTM 1st Stage,1215.0,4,205.0
Panathur,1315.0,3,54.8
Other,1800.0,3,90.0
Other,1600.0,5,125.0
TC Palaya,1600.0,3,65.0
Other,3968.0,6,900.0
Other,1563.0,3,52.0
Whitefield,1560.0,3,72.0
Brookefield,2169.0,3,115.0
Other,900.0,9,170.0
Rachenahalli,1050.0,2,55.5
Iblur Village,3235.0,3,235.0
HSR Layout,1140.0,2,46.0
7th Phase JP Nagar,1500.0,3,170.0
Horamavu Agara,1560.0,3,75.0
JP Nagar,1100.0,2,70.0
Kasavanhalli,1260.0,3,40.32
Hebbal,1036.0,2,50.0
Akshaya Nagar,1662.0,3,85.1
Yelachenahalli,1464.0,3,105.0
Yelahanka,1234.0,2,80.0
Sarjapur  Road,1403.0,3,55.0
Other,915.0,4,54.9
2nd Stage Nagarbhavi,3000.0,6,451.0
Seegehalli,1150.0,3,42.9
Hebbal,3900.0,4,410.0
Yeshwanthpur,850.0,5,90.0
Kanakapura,929.0,2,46.0
2nd Stage Nagarbhavi,2400.0,6,450.0
TC Palaya,1350.0,3,75.0
Vasanthapura,1135.0,2,39.73
Other,1405.0,2,70.0
Whitefield,1200.0,2,45.84
Yeshwanthpur,1161.0,2,64.08
Kanakpura Road,1290.0,2,74.0
Yeshwanthpur,2557.0,3,141.0
Other,1480.0,3,90.0
BTM 1st Stage,3300.0,9,500.0
Old Madras Road,1350.0,3,54.54
Kadugodi,1580.0,3,65.0
Banashankari,1470.0,3,88.64
Ananth Nagar,500.0,1,14.0
Sarjapur  Road,1346.0,2,61.92
Other,1600.0,3,90.0
Naganathapura,720.0,2,120.0
Other,1286.0,2,29.5
Other,1200.0,4,135.0
Other,1200.0,2,35.0
Channasandra,1340.0,3,48.33
Devanahalli,6136.0,4,560.0
Jigani,918.0,2,48.0
Other,1500.0,3,115.0
Yelahanka,1315.0,2,85.0
Other,2400.0,4,775.0
Uttarahalli,1390.0,3,62.55
Uttarahalli,1330.0,3,56.0
Jalahalli,3100.0,5,265.0
Other,1824.0,3,125.0
7th Phase JP Nagar,1420.0,3,96.0
Other,750.0,1,56.25
Jalahalli East,1260.0,3,60.0
Hennur Road,1561.0,3,95.0
5th Phase JP Nagar,812.0,9,165.0
Other,1060.0,2,42.0
Hoodi,1120.0,8,145.0
Haralur Road,1225.0,2,67.38
Thanisandra,2144.0,3,135.0
Kengeri,1200.0,7,140.0
Electronic City,880.0,2,29.0
Hoodi,1639.0,3,110.0
Thanisandra,1240.0,3,62.0
Kanakpura Road,1500.0,2,69.0
Haralur Road,1243.0,2,46.0
Marathahalli,1575.0,3,78.0
Kambipura,1082.0,3,56.0
Konanakunte,1637.0,3,73.0
Kanakpura Road,1665.0,3,86.58
Electronic City,1265.0,2,56.93
Electronic City,1691.0,3,102.0
Thanisandra,1100.0,2,38.0
Other,24.0,5,150.0
Other,1500.0,3,62.0
Hosakerehalli,3205.0,4,380.0
Kammanahalli,1666.0,5,150.0
Choodasandra,1115.0,2,50.0
Mysore Road,1070.0,2,45.0
Indira Nagar,1128.0,2,105.0
Budigere,1162.0,2,57.0
Other,1339.0,2,55.0
Mahadevpura,1192.0,2,75.0
Haralur Road,1920.0,3,115.0
Hennur,1255.0,2,52.32
Rajaji Nagar,1357.0,2,115.0
Other,1600.0,3,75.0
Other,1225.0,2,55.11
Whitefield,2400.0,4,200.0
Kasturi Nagar,1570.0,3,80.0
Thanisandra,1093.0,2,70.0
Basaveshwara Nagar,1865.0,3,145.0
R.T. Nagar,1200.0,6,165.0
Kaikondrahalli,1039.0,2,80.0
Whitefield,1985.0,3,75.0
Hosakerehalli,1590.0,3,49.0
Other,4000.0,4,675.0
Electronic City Phase II,775.0,2,38.0
Other,1000.0,2,50.0
Hebbal Kempapura,1800.0,3,175.0
Bommasandra,1035.0,2,41.0
Dasarahalli,1520.0,3,75.0
Whitefield,1360.0,2,95.0
Other,6000.0,4,400.0
Kodigehaali,1117.0,2,56.0
KR Puram,1200.0,4,120.0
EPIP Zone,1330.0,2,92.5
Marathahalli,1937.0,3,160.0
Electronic City,1128.0,2,65.49
Neeladri Nagar,1053.0,2,45.0
Panathur,1198.0,2,77.0
Marathahalli,1152.0,2,56.0
1st Block Jayanagar,1200.0,6,125.0
Frazer Town,1625.0,2,75.0
Kundalahalli,1397.0,3,105.0
Yeshwanthpur,1523.0,3,170.0
Kaggalipura,700.0,1,38.0
Yelahanka,1170.0,2,62.5
Kanakpura Road,1200.0,3,42.0
Other,2400.0,3,170.0
Other,1480.0,2,65.0
Akshaya Nagar,1897.0,3,120.0
Rachenahalli,996.0,2,67.0
Haralur Road,1875.0,3,110.0
Other,1500.0,3,98.0
Other,3095.0,3,350.0
Ambalipura,1390.0,3,175.0
Yelahanka,1450.0,3,65.255
Yelahanka,697.0,1,45.0
Sarjapur  Road,710.0,1,27.0
Other,910.0,2,30.5
Sompura,1025.0,3,48.0
Magadi Road,1000.0,2,46.5
Harlur,1200.0,4,244.0
Horamavu Agara,1453.0,3,46.48
Sarjapur  Road,3335.0,4,300.0
Thanisandra,971.5,2,36.435
Bellandur,1281.0,2,74.0
Cooke Town,565.0,1,35.0
Varthur,1024.0,2,42.0
Electronic City,1620.0,3,62.0
Whitefield,1254.0,2,40.0
Banashankari,1300.0,3,75.0
Doddakallasandra,1233.0,2,43.0
Other,1200.0,1,28.0
Hosur Road,1510.0,3,105.0
Kaggalipura,950.0,2,65.0
Battarahalli,1945.0,3,97.42
Uttarahalli,1008.0,2,45.0
Thanisandra,1265.0,3,79.0
Hebbal,1255.0,3,77.68
Kanakpura Road,2689.0,4,220.0
Yelenahalli,1200.0,2,46.17
Sarjapur  Road,1403.0,3,51.63
Kudlu Gate,1535.0,3,85.0
Chamrajpet,1475.0,3,120.0
Uttarahalli,1390.0,3,60.47
Raja Rajeshwari Nagar,1278.0,3,53.76
Other,1133.0,2,55.0
Other,1560.0,5,145.0
Other,2900.0,5,90.0
Kogilu,1170.0,2,51.99
Sahakara Nagar,1200.0,3,200.0
Whitefield,1697.0,3,94.79
Thanisandra,1651.0,3,97.38
Other,1560.0,3,188.0
Hennur Road,1192.0,3,60.0
OMBR Layout,1078.0,2,65.0
Kumaraswami Layout,800.0,7,105.0
Kasavanhalli,1349.0,2,78.0
Ulsoor,2300.0,9,210.0
7th Phase JP Nagar,1680.0,3,120.0
Rayasandra,1314.0,3,63.0
Garudachar Palya,1060.0,2,48.7
Kalyan nagar,820.0,2,39.0
Whitefield,5000.0,4,400.0
Other,2000.0,3,85.0
Kalkere,856.0,2,40.0
Rajaji Nagar,1621.0,3,130.0
ITPL,1200.0,3,68.4
Bannerghatta Road,1484.0,3,52.5
Other,600.0,4,60.0
Other,14000.0,4,800.0
Yelahanka New Town,500.0,1,20.0
Other,485.0,1,15.0
7th Phase JP Nagar,1050.0,2,42.0
Uttarahalli,1617.0,3,66.68
Electronic City,550.0,2,16.0
Other,1384.0,3,62.28
Devanahalli,1408.0,2,85.0
Uttarahalli,1150.0,2,49.0
Akshaya Nagar,1410.0,3,75.0
Kaggadasapura,2150.0,4,100.0
Koramangala,2292.0,3,275.0
Malleshwaram,2006.0,3,297.0
Other,1508.0,3,70.25
Ramamurthy Nagar,1040.0,2,50.0
TC Palaya,1240.0,2,60.0
Kudlu Gate,1535.0,3,78.0
Lakshminarayana Pura,1180.0,2,75.0
Abbigere,2200.0,6,68.0
Bannerghatta Road,1400.0,2,78.0
Raja Rajeshwari Nagar,500.0,1,25.0
Whitefield,4800.0,4,525.0
Sarjapur  Road,1984.0,3,146.0
Whitefield,3000.0,4,250.0
Garudachar Palya,1960.0,3,160.0
Sarjapur  Road,1035.0,2,45.0
Other,2150.0,4,80.0
Whitefield,1700.0,3,115.0
Hosakerehalli,3024.0,4,248.0
Tumkur Road,1586.0,3,100.0
Hennur,2264.0,3,155.0
Chikka Tirupathi,2325.0,4,120.0
Yelahanka,1120.0,2,55.0
Yelahanka,1662.0,3,67.98
Sarjapur  Road,1128.0,2,59.0
5th Block Hbr Layout,1200.0,6,250.0
Jigani,924.0,2,65.0
Other,1600.0,3,52.0
Pai Layout,1006.0,2,35.0
Amruthahalli,1200.0,2,55.0
Other,1250.0,2,62.0
Other,1200.0,3,130.0
Kannamangala,957.0,2,56.0
Whitefield,1140.0,2,41.0
Other,1050.0,2,67.0
Kasturi Nagar,1565.0,3,88.5
Whitefield,1190.0,2,57.0
Whitefield,2842.0,3,162.0
Kanakpura Road,1558.67,3,65.0
Electronics City Phase 1,630.0,1,39.0
Whitefield,1403.0,3,60.81
Kanakpura Road,1542.0,3,85.0
Haralur Road,2750.0,4,220.0
Iblur Village,3596.0,4,290.0
Kengeri Satellite Town,1635.0,3,78.0
Mysore Road,1239.0,2,53.0
Other,1596.0,3,105.0
Channasandra,1009.0,2,38.34
Hosa Road,1726.0,3,81.99
Kudlu Gate,1535.0,3,86.0
Banashankari Stage V,1300.0,3,58.5
Whitefield,3100.0,4,465.0
Other,1800.0,3,80.0
Binny Pete,665.0,1,50.75
Chamrajpet,4050.0,9,1200.0
TC Palaya,1500.0,3,100.0
Kalkere,925.0,2,48.0
Old Airport Road,3356.0,4,251.0
Other,1395.0,2,63.59
Sonnenahalli,1415.0,3,55.0
Begur,1419.0,3,59.0
Kasavanhalli,1121.0,2,78.0
Kambipura,1082.0,3,45.0
KR Puram,1100.0,2,47.0
Hoodi,1606.0,3,89.55
Billekahalli,1650.0,3,88.0
Other,4634.0,3,1015.0
Old Airport Road,1206.0,2,75.0
Sarjapur  Road,1495.0,3,64.0
Malleshwaram,840.0,8,195.0
Electronic City,710.0,2,16.0
Balagere,1210.0,2,72.0
Nagarbhavi,1523.0,3,53.4
Whitefield,1232.0,2,45.0
Rachenahalli,680.0,1,44.0
Hebbal,1355.0,3,83.87
Thanisandra,1430.0,3,51.46
Kothannur,1275.0,3,43.85
Electronic City,1070.0,2,56.1
Other,1200.0,3,85.0
Electronic City,2000.0,4,120.0
Bommanahalli,1200.0,2,40.0
Marathahalli,1610.0,3,90.0
Haralur Road,1140.0,2,43.0
Raja Rajeshwari Nagar,1143.0,2,38.65
Jakkur,3467.86,4,249.0
Rachenahalli,1530.0,3,74.4
7th Phase JP Nagar,980.0,2,69.0
Whitefield,1485.0,3,65.0
Whitefield,1500.0,3,130.0
Thanisandra,1265.0,2,85.0
Other,1132.0,2,67.0
Other,1262.0,2,63.0
JP Nagar,940.0,2,49.0
Other,1515.0,3,88.0
Jigani,1300.0,3,150.0
Kothanur,1840.0,3,69.0
Electronic City,890.0,2,45.0
Other,1655.0,3,86.06
Hennur Road,2060.0,3,149.0
Bommanahalli,1730.0,3,96.0
Yelahanka,2195.0,3,127.0
Kathriguppe,1650.0,3,125.0
KR Puram,1200.0,2,71.0
Hosa Road,1079.0,2,32.37
Panathur,1085.0,2,36.0
Other,5000.0,7,299.0
Yelahanka,1075.0,2,51.5
Other,1380.0,2,80.0
Other,1450.0,3,65.0
Thubarahalli,1200.0,2,78.0
Benson Town,3200.0,3,350.0
Hoodi,1639.0,3,98.32
Other,1200.0,2,54.0
Vijayanagar,1739.0,3,116.0
Other,4346.0,4,500.0
Old Madras Road,935.0,2,32.72
Other,1200.0,6,180.0
Other,1178.0,2,47.0
Chikkalasandra,1375.0,3,50.0
Chandapura,1065.0,3,33.0
Other,1450.0,3,50.75
Other,999.0,2,45.0
Amruthahalli,4400.0,2,475.0
Marathahalli,1350.0,5,135.0
Kothannur,1100.0,2,40.0
Koramangala,1835.0,3,155.0
Hoodi,2090.0,4,95.1
Lingadheeranahalli,1519.0,3,93.0
Dommasandra,1267.0,3,56.0
Sanjay nagar,1150.0,2,72.2
Marathahalli,1146.0,2,70.0
Other,1200.0,8,235.0
Kannamangala,1550.0,3,65.0
Chandapura,850.0,2,18.5
Other,2200.0,3,187.0
Other,3329.0,3,330.0
Electronics City Phase 1,785.0,1,55.0
Hebbal Kempapura,2900.0,3,300.0
Raja Rajeshwari Nagar,1610.0,3,74.0
Bellandur,921.0,2,40.0
Kengeri Satellite Town,850.0,3,95.0
Bannerghatta Road,2700.0,5,158.0
Sarjapur  Road,1700.0,3,110.0
Sarjapur,1020.0,2,35.0
Billekahalli,1090.0,2,52.0
Other,3600.0,4,300.0
Thanisandra,1185.0,2,42.1
Doddathoguru,850.0,2,25.0
Harlur,1197.0,2,84.0
Other,3500.0,4,450.0
Poorna Pragna Layout,920.0,2,39.55
Chamrajpet,1286.0,9,296.0
Raja Rajeshwari Nagar,1105.0,2,65.0
Yeshwanthpur,1850.0,3,100.0
Judicial Layout,1300.0,3,64.0
Other,1595.0,3,76.0
Kodihalli,3073.0,4,696.0
Horamavu Agara,755.0,2,37.49
Nagasandra,4050.0,5,140.0
Kanakpura Road,1300.0,3,69.0
Bannerghatta Road,1215.0,2,50.0
Kanakpura Road,900.0,2,46.0
Banashankari Stage III,1145.0,2,58.4
Other,1093.0,2,65.0
Babusapalaya,1213.0,3,41.39
Bannerghatta Road,1654.0,3,100.0
NGR Layout,1105.0,2,52.48
Babusapalaya,1611.0,3,66.0
Other,1367.0,2,62.0
Devanahalli,1010.0,2,51.0
Other,750.0,3,75.0
Other,1535.0,3,95.0
Anekal,620.0,2,22.0
Horamavu Agara,982.0,2,47.65
Banashankari Stage II,1700.0,2,150.0
Whitefield,1330.0,2,71.0
JP Nagar,2500.0,3,135.0
Poorna Pragna Layout,1475.0,3,58.99
Bhoganhalli,1410.0,3,65.0
Yelahanka New Town,440.0,1,16.5
Yelahanka,1614.0,3,95.0
Neeladri Nagar,1363.0,2,68.0
Kogilu,650.0,2,28.0
Other,1015.0,2,45.0
Horamavu Banaswadi,1156.0,2,46.0
Other,1100.0,2,62.7
KR Puram,1455.0,3,46.0
Other,930.0,2,45.0
Other,1650.0,3,80.0
KR Puram,1200.0,2,90.0
Other,700.0,1,150.0
Karuna Nagar,2900.0,4,135.0
Kadugodi,1890.0,3,127.0
Other,2197.0,3,280.0
Hebbal Kempapura,3522.0,3,380.0
Other,1240.0,3,46.0
HRBR Layout,1440.0,2,98.0
Kodichikkanahalli,650.0,1,38.0
Budigere,764.0,1,32.0
Sector 7 HSR Layout,900.0,5,90.0
Hoodi,1445.0,3,65.0
Kanakpura Road,900.0,2,45.0
Singasandra,1030.0,2,55.0
Yelahanka,1381.0,3,52.48
Other,1100.0,2,60.0
Hoodi,1575.0,3,66.39
Thigalarapalya,1200.0,2,65.0
Begur Road,1200.0,2,43.2
Kasturi Nagar,1080.0,2,80.0
Hebbal Kempapura,2280.0,5,200.0
Akshaya Nagar,1360.0,3,85.0
Jakkur,1865.0,3,124.0
Sarjapur  Road,1157.0,3,75.0
Kammasandra,674.0,2,29.0
Whitefield,1405.0,3,78.0
Begur Road,1160.0,2,44.08
Other,1600.0,4,172.0
Hebbal,1790.0,3,127.0
Electronic City,1128.0,2,65.65
Panathur,1180.0,2,70.0
Other,1450.0,3,85.0
Kengeri,340.0,1,10.0
Other,2000.0,4,166.0
Rachenahalli,1050.0,2,53.5
Varthur,1125.0,2,40.0
Vittasandra,1246.0,2,68.0
HSR Layout,1372.0,2,61.0
Binny Pete,2465.0,3,234.0
Dasarahalli,1300.0,2,55.0
Other,1420.0,2,220.0
Bannerghatta,810.0,4,50.0
Channasandra,1065.0,2,35.0
Other,700.0,2,27.0
Hebbal,687.325,2,42.72
Other,1050.0,2,45.0
Other,1250.0,3,39.5
Electronic City,865.0,2,42.0
Uttarahalli,1200.0,2,44.0
Other,1756.0,3,100.0
Malleshwaram,750.0,9,150.0
Yelahanka,628.0,1,24.0
9th Phase JP Nagar,1200.0,7,195.0
5th Phase JP Nagar,1207.0,2,63.0
Kalena Agrahara,1765.0,3,125.0
Electronic City,1130.0,2,32.64
Other,1532.0,3,92.0
Other,1650.0,3,110.0
Horamavu Banaswadi,1200.0,4,105.0
Bhoganhalli,804.1,2,69.09
Doddathoguru,1200.0,2,75.0
Kengeri,1197.0,2,50.0
Other,1200.0,2,66.0
Uttarahalli,1385.0,3,48.48
Other,1010.0,2,148.0
Whitefield,2225.0,3,115.0
Other,1180.0,2,48.0
Other,1525.0,3,122.0
Ananth Nagar,1100.0,2,31.5
Other,1435.0,3,70.0
Attibele,400.0,1,14.0
Dommasandra,1200.0,2,50.0
Whitefield,1272.0,2,95.05
Whitefield,1205.0,2,39.0
Kalena Agrahara,980.0,2,40.0
Malleshpalya,1225.0,2,46.86
Whitefield,1541.0,3,72.0
Ramagondanahalli,1610.0,3,111.0
Jalahalli,1694.0,2,125.0
Other,600.0,3,75.0
Kaggalipura,950.0,2,39.0
Other,1560.0,3,66.0
Chandapura,1201.0,2,27.0
Chandapura,1500.0,2,60.0
Malleshpalya,1785.0,3,75.0
Raja Rajeshwari Nagar,1258.0,2,63.53
Electronic City,910.0,2,42.0
Thigalarapalya,1297.0,2,112.0
Kundalahalli,1291.0,2,49.0
Other,1070.0,2,42.0
Varthur,1012.0,2,66.5
Mahadevpura,1260.0,2,57.6
Sarjapur  Road,1282.0,2,72.0
Kanakpura Road,1843.0,3,92.15
Other,2400.0,4,200.0
Chikka Tirupathi,3356.0,5,105.0
Hebbal,2790.0,4,198.0
EPIP Zone,1330.0,2,86.98
Konanakunte,1400.0,3,73.0
Whitefield,1192.0,2,71.0
Other,1000.0,2,130.0
Thigalarapalya,1297.0,2,103.0
Sarjapur  Road,615.0,1,17.835
Vijayanagar,1490.0,3,100.0
Rayasandra,1373.0,3,72.0
7th Phase JP Nagar,1035.0,2,41.39
Kadugodi,3750.0,4,210.0
Doddakallasandra,1010.0,2,40.39
Sarjapur,1195.0,2,42.0
HSR Layout,1750.0,3,95.0
Malleshpalya,1052.0,2,50.0
Horamavu Banaswadi,1180.0,2,58.0
Padmanabhanagar,3680.0,5,440.0
Hormavu,2100.0,3,73.0
Hoodi,2863.0,4,140.0
Raja Rajeshwari Nagar,1128.0,2,38.24
Ulsoor,2700.0,3,450.0
JP Nagar,1120.0,2,33.6
HSR Layout,2424.0,3,90.0
Other,1300.0,2,60.0
Kanakapura,1090.0,2,32.69
Yelahanka,2710.0,3,251.0
Other,3040.0,2,180.0
Uttarahalli,1330.0,3,46.55
Hosur Road,1427.0,3,80.63
Banjara Layout,1294.0,3,48.0
Begur,1580.0,3,75.0
Uttarahalli,400.0,5,200.0
Chikka Tirupathi,1808.0,3,80.27
Rajaji Nagar,3516.0,4,540.0
Other,1194.0,2,47.0
Other,1310.0,3,50.0
Singasandra,3850.0,4,195.0
Kogilu,925.0,7,88.0
Yelachenahalli,2400.0,2,150.0
Koramangala,1290.0,2,100.0
Yelahanka,3770.0,6,110.0
Other,1390.0,3,120.0
Other,1200.0,4,72.0
Bisuvanahalli,845.0,2,33.0
Yelahanka,1537.0,3,120.0
Other,1135.0,2,68.0
Hoodi,1512.0,3,75.77
Other,900.0,2,55.0
Jigani,1230.0,3,54.0
Other,1378.0,3,42.33
Whitefield,1277.0,2,61.3
Hebbal,1985.0,3,189.0
Kengeri,8000.0,5,500.0
Other,1210.0,2,62.0
Yelahanka,890.0,2,40.0
JP Nagar,2550.0,9,360.0
Sarjapur,1200.0,4,110.0
Ardendale,3198.0,4,200.0
Hebbal,2483.0,4,215.0
Begur,1550.0,4,130.0
Sarjapur  Road,4111.0,4,310.0
Electronic City,975.0,2,37.5
Other,2500.0,3,250.0
Rajiv Nagar,1690.0,3,125.0
