location,total_sqft,size,price,price_per_sqft
Amruthahalli,900.0,2,6000000.0,6666.666666666667
Amruthahalli,1100.0,2,4500000.0,4090.909090909091
Amruthahalli,1350.0,3,6300000.0,4666.666666666667
Amruthahalli,1605.0,3,6500000.0,4049.8442367601247
Amruthahalli,1700.0,3,7700000.0,4529.411764705882
Amruthahalli,1450.0,3,8500000.0,5862.068965517241
Amruthahalli,1250.0,2,7900000.0,6320.0
Amruthahalli,1190.0,2,5000000.0,4201.680672268908
Amruthahalli,1202.0,2,6500000.0,5407.65391014975
Amruthahalli,1340.0,2,7500000.0,5597.014925373134
Amruthahalli,2650.0,3,17500000.0,6603.773584905661
Amruthahalli,1450.0,3,9000000.0,6206.896551724138
Amruthahalli,1025.0,2,4200000.0,4097.5609756097565
Amruthahalli,485.0,1,1950000.0,4020.618556701031
Amruthahalli,600.0,1,5500000.0,9166.666666666666
Anandapura,1167.0,2,4376000.0,3749.7857754927163
Anandapura,1000.0,2,5500000.0,5500.0
Anandapura,1141.0,2,4279000.0,3750.219106047327
Anandapura,900.0,2,6400000.0,7111.111111111111
Anandapura,1475.0,4,5000000.0,3389.830508474576
Anandapura,1576.0,3,5910000.0,3750.0
Anandapura,1200.0,2,6700000.0,5583.333333333333
Anandapura,1200.0,2,5800000.0,4833.333333333333
Anandapura,1151.0,2,4310000.0,3744.5699391833186
Anandapura,1141.0,2,4275000.0,3746.7134092900965
Anandapura,900.0,2,4800000.0,5333.333333333333
Anandapura,1749.0,4,9000000.0,5145.797598627787
Anandapura,1151.0,2,4290000.0,3727.193744569939
Anandapura,1576.0,3,5800000.0,3680.203045685279
Anandapura,1250.0,2,4500000.0,3600.0
Anandapura,875.0,2,5700000.0,6514.285714285715
Anandapura,1151.0,2,4316000.0,3749.7827975673326
Anandapura,616.0,2,4500000.0,7305.194805194805
Anandapura,1200.0,3,6600000.0,5500.0
Anandapura,1415.0,3,7400000.0,5229.681978798587
Anandapura,1200.0,2,5000000.0,4166.666666666667
Anandapura,1141.0,2,5000000.0,4382.120946538124
Anandapura,1576.0,3,5870000.0,3724.6192893401017
Ananth Nagar,500.0,1,1400000.0,2800.0
Ananth Nagar,1100.0,2,3150000.0,2863.6363636363635
Ananth Nagar,982.0,2,2455000.0,2500.0
Ananth Nagar,900.0,2,2250000.0,2500.0
Ananth Nagar,908.0,2,2600000.0,2863.4361233480176
Ananth Nagar,870.0,2,3600000.0,4137.931034482759
Ananth Nagar,937.0,2,3500000.0,3735.325506937033
Ananth Nagar,960.0,2,3700000.0,3854.1666666666665
Ananth Nagar,1000.0,2,2970000.0,2970.0
Ananth Nagar,850.0,2,2599000.0,3057.6470588235293
Ananth Nagar,902.0,2,2526000.0,2800.4434589800444
Ananth Nagar,1470.0,3,5400000.0,3673.469387755102
Ananth Nagar,810.0,2,2550000.0,3148.1481481481483
Ananth Nagar,890.0,2,2700000.0,3033.7078651685392
Ananth Nagar,1200.0,2,3600000.0,3000.0
Ananth Nagar,1319.0,3,3775000.0,2862.016679302502
Ananth Nagar,1319.0,3,4200000.0,3184.230477634572
Ananth Nagar,1000.0,2,2500000.0,2500.0
Ananth Nagar,902.0,2,2500000.0,2771.6186252771618
Ananth Nagar,930.0,2,2599000.0,2794.6236559139784
Ananth Nagar,1074.0,2,2685000.0,2500.0
Ananth Nagar,1010.0,2,3800000.0,3762.3762376237623
Ananth Nagar,992.0,2,2480000.0,2500.0
Anekal,1200.0,2,3600000.0,3000.0
Anekal,656.0,2,2200000.0,3353.6585365853657
Anekal,620.0,2,2200000.0,3548.3870967741937
Anekal,600.0,1,1650000.0,2750.0
Anekal,925.0,2,4000000.0,4324.324324324324
Anekal,530.0,1,1800000.0,3396.2264150943397
Anekal,1800.0,3,6800000.0,3777.777777777778
Anekal,1035.0,2,3829999.9999999995,3700.483091787439
Anekal,888.0,2,3400000.0,3828.828828828829
Anekal,1200.0,2,3610000.0,3008.3333333333335
Anekal,700.0,2,1939999.9999999998,2771.428571428571
Anekal,997.0,3,5500000.0,5516.5496489468405
Anekal,1200.0,4,3600000.0,3000.0
Anekal,766.0,2,2800000.0,3655.3524804177546
Anekal,967.0,3,4500000.0,4653.567735263702
Anekal,620.0,2,2350000.0,3790.3225806451615
Anekal,1150.0,3,4500000.0,3913.0434782608695
Anekal,400.0,1,1150000.0,2875.0
Anekal,456.0,1,1500000.0,3289.4736842105262
Anekal,2400.0,3,9500000.0,3958.3333333333335
Anekal,680.0,2,2100000.0,3088.235294117647
Anekal,420.0,1,1250000.0,2976.190476190476
Anekal,614.0,2,2800000.0,4560.260586319218
Anekal,1140.0,2,5200000.0,4561.403508771929
Anekal,625.0,2,2500000.0,4000.0
Anjanapura,1850.0,4,8600000.0,4648.648648648648
Anjanapura,1070.0,2,3900000.0,3644.8598130841124
Anjanapura,1500.0,3,12100000.0,8066.666666666667
Anjanapura,1070.0,2,3700000.0,3457.9439252336447
Anjanapura,950.0,2,4000000.0,4210.526315789473
Anjanapura,1280.0,3,4500000.0,3515.625
Anjanapura,710.0,2,2500000.0,3521.1267605633802
Anjanapura,1347.0,3,3772000.0,2800.2969561989607
Anjanapura,950.0,2,3200000.0,3368.4210526315787
Anjanapura,1800.0,4,5500000.0,3055.5555555555557
Anjanapura,1843.0,3,8754000.0,4749.864351600651
Anjanapura,1076.0,2,3013000.0,2800.185873605948
Anjanapura,950.0,2,3000000.0,3157.8947368421054
Ardendale,1100.0,2,4325000.0,3931.818181818182
Ardendale,1750.0,3,10000000.0,5714.285714285715
Ardendale,3198.0,4,20000000.0,6253.908692933083
Ardendale,2422.0,4,16000000.0,6606.110652353427
Ardendale,3200.0,4,20500000.0,6406.25
Ardendale,1728.0,3,9500000.0,5497.685185185185
Ardendale,1100.0,2,4800000.0,4363.636363636364
Ardendale,4355.0,5,35000000.0,8036.739380022962
Ardendale,3198.0,4,25000000.0,7817.385866166354
Ardendale,2062.0,4,14000000.0,6789.524733268671
Ardendale,1732.46,3,9200000.0,5310.367916142364
Ardendale,2062.0,4,15000000.0,7274.4907856450045
Ardendale,2800.0,4,14000000.0,5000.0
Ardendale,1224.0,2,7000000.0,5718.954248366013
Ardendale,1777.26,3,10500000.0,5907.970696465346
Ardendale,1650.0,3,8200000.0,4969.69696969697
Ardendale,1224.0,2,6700000.0,5473.856209150327
Ardendale,1723.0,3,9500000.0,5513.6390017411495
Ardendale,1777.26,3,8900000.0,5007.7084950991975
Ardendale,1777.26,3,9200000.0,5176.507657855351
Arekere,1222.0,2,4500000.0,3682.4877250409168
Arekere,2060.0,3,14000000.0,6796.116504854369
Arekere,920.0,2,4000000.0,4347.826086956522
Arekere,1740.0,3,9500000.0,5459.770114942528
Arekere,1190.0,2,5500000.0,4621.848739495798
Arekere,600.0,1,2800000.0,4666.666666666667
Arekere,2072.0,3,10800000.0,5212.355212355213
Arekere,1100.0,2,5500000.0,5000.0
Arekere,900.0,2,5000000.0,5555.555555555556
Arekere,2060.0,3,15000000.0,7281.553398058252
Arekere,2710.0,4,14200000.0,5239.852398523985
Arekere,2400.0,3,18000000.0,7500.0
Arekere,1240.0,2,6000000.0,4838.709677419355
Arekere,900.0,2,4450000.0,4944.444444444444
Attibele,450.0,1,1100000.0,2444.4444444444443
Attibele,1600.0,4,5280000.0,3300.0
Attibele,656.0,2,2500000.0,3810.9756097560976
Attibele,400.0,1,1100000.0,2750.0
Attibele,400.0,1,1200000.0,3000.0
Attibele,400.0,1,1400000.0,3500.0
Attibele,500.0,1,1700000.0,3400.0
Attibele,2168.0,4,9500000.0,4381.918819188192
Attibele,395.0,1,1025000.0,2594.9367088607596
Attibele,420.0,1,1700000.0,4047.6190476190477
Attibele,1639.0,3,4097999.9999999995,2500.305064063453
Attibele,418.0,1,1200000.0,2870.813397129187
Attibele,1350.0,3,8500000.0,6296.2962962962965
Attibele,1200.0,2,4200000.0,3500.0
Attibele,400.0,1,1000000.0,2500.0
Attibele,695.0,2,2500000.0,3597.122302158273
Attibele,850.0,2,2500000.0,2941.176470588235
Attibele,2400.0,3,12000000.0,5000.0
Attibele,450.0,1,1250000.0,2777.777777777778
Attibele,995.0,2,2488000.0,2500.502512562814
Attibele,900.0,2,2500000.0,2777.777777777778
Attibele,1174.0,2,2935000.0,2500.0
Attibele,782.0,1,1955000.0,2500.0
Attibele,1175.0,2,2938000.0,2500.425531914894
Attibele,400.0,1,1150000.0,2875.0
Attibele,460.0,1,1300000.0,2826.086956521739
Attibele,418.0,1,1150000.0,2751.196172248804
Attibele,1000.0,2,4200000.0,4200.0
Attibele,550.0,1,1150000.0,2090.909090909091
Attibele,996.0,2,2490000.0,2500.0
Attibele,410.0,1,1000000.0,2439.0243902439024
Attibele,1700.0,3,6500000.0,3823.529411764706
Attibele,400.0,1,1025000.0,2562.5
Attibele,1500.0,3,9000000.0,6000.0
Attibele,520.0,1,1500000.0,2884.6153846153848
BTM 1st Stage,1215.0,4,20500000.0,16872.427983539095
BTM 1st Stage,3300.0,9,50000000.0,15151.515151515152
BTM 1st Stage,1852.0,3,9500000.0,5129.589632829374
BTM 1st Stage,375.0,1,4000000.0,10666.666666666666
BTM 1st Stage,1717.0,3,20000000.0,11648.223645894
BTM 2nd Stage,1260.0,3,18500000.0,14682.539682539682
BTM 2nd Stage,950.0,2,5200000.0,5473.684210526316
BTM 2nd Stage,1850.0,3,17000000.0,9189.18918918919
BTM 2nd Stage,1200.0,2,8000000.0,6666.666666666667
BTM 2nd Stage,1274.0,2,7000000.0,5494.505494505494
BTM 2nd Stage,1200.0,2,3500000.0,2916.6666666666665
BTM 2nd Stage,1250.0,3,5000000.0,4000.0
BTM 2nd Stage,1070.0,2,4800000.0,4485.981308411215
BTM 2nd Stage,1280.0,2,8000000.0,6250.0
BTM 2nd Stage,1100.0,2,7000000.0,6363.636363636364
BTM 2nd Stage,1000.0,2,5800000.0,5800.0
BTM 2nd Stage,800.0,2,17500000.0,21875.0
BTM 2nd Stage,2990.0,5,41600000.0,13913.04347826087
BTM 2nd Stage,1265.0,2,5500000.0,4347.826086956522
BTM 2nd Stage,2200.0,3,22000000.0,10000.0
BTM 2nd Stage,2780.0,3,32500000.0,11690.647482014389
BTM 2nd Stage,2400.0,3,36000000.0,15000.0
BTM 2nd Stage,965.0,2,5600000.0,5803.108808290155
BTM 2nd Stage,1147.0,2,7500000.0,6538.7968613775065
BTM 2nd Stage,2400.0,4,40000000.0,16666.666666666668
BTM 2nd Stage,1750.0,3,17200000.0,9828.57142857143
BTM 2nd Stage,1400.0,2,9000000.0,6428.571428571428
BTM 2nd Stage,1200.0,2,7000000.0,5833.333333333333
BTM 2nd Stage,1100.0,2,4700000.0,4272.727272727273
BTM 2nd Stage,930.0,2,4600000.0,4946.236559139785
BTM 2nd Stage,1265.0,3,5500000.0,4347.826086956522
BTM 2nd Stage,2500.0,3,34500000.0,13800.0
BTM Layout,1150.0,2,6300000.0,5478.260869565217
BTM Layout,3300.0,6,16500000.0,5000.0
BTM Layout,1450.0,3,8100000.0,5586.206896551724
BTM Layout,1776.0,3,7500000.0,4222.972972972973
BTM Layout,1458.0,3,7900000.0,5418.38134430727
BTM Layout,935.0,2,5150000.0,5508.0213903743315
BTM Layout,1020.0,2,4650000.0,4558.823529411765
BTM Layout,1600.0,3,11200000.0,7000.0
BTM Layout,1300.0,3,7500000.0,5769.2307692307695
BTM Layout,1540.0,3,7800000.0,5064.935064935065
BTM Layout,450.0,1,2000000.0,4444.444444444444
BTM Layout,1196.0,2,5681000.0,4750.0
BTM Layout,1470.0,3,9900000.0,6734.693877551021
Babusapalaya,1358.0,3,4340000.0,3195.8762886597938
Babusapalaya,1213.0,3,4139000.0,3412.201154163232
Babusapalaya,1611.0,3,6600000.0,4096.83426443203
Babusapalaya,1167.0,3,3997999.9999999995,3425.8783204798624
Babusapalaya,1675.0,3,7500000.0,4477.611940298508
Babusapalaya,1141.0,2,4600000.0,4031.5512708150745
Babusapalaya,1084.0,2,5800000.0,5350.553505535056
Babusapalaya,1500.0,2,5700000.0,3800.0
Babusapalaya,1453.0,3,4359000.0,3000.0
Babusapalaya,1050.0,2,4500000.0,4285.714285714285
Babusapalaya,1141.0,2,4590000.0,4022.787028921998
Babusapalaya,1358.0,3,4310000.0,3173.784977908689
Babusapalaya,1230.0,3,5300000.0,4308.943089430894
Babusapalaya,1105.0,2,4000000.0,3619.9095022624433
Babusapalaya,1410.0,3,6500000.0,4609.929078014185
Babusapalaya,1305.0,2,7000000.0,5363.984674329502
Babusapalaya,1450.0,2,5599000.0,3861.3793103448274
Babusapalaya,1100.0,2,3800000.0,3454.5454545454545
Babusapalaya,1213.0,3,3636999.9999999995,2998.3511953833467
Babusapalaya,1061.0,2,3384000.0000000005,3189.4439208294066
Babusapalaya,1061.0,2,3895000.0000000005,3671.065032987748
Babusapalaya,1061.0,2,3400000.0,3204.5240339302545
Babusapalaya,1245.0,2,5800000.0,4658.634538152611
Balagere,1210.0,2,8090000.000000001,6685.950413223141
Balagere,1380.0,2,6000000.0,4347.826086956522
Balagere,1590.0,3,7900000.0,4968.553459119496
Balagere,1210.0,2,7200000.0,5950.413223140496
Balagere,1205.0,2,7850000.0,6514.522821576764
Balagere,790.5,1,4190000.0,5300.44275774826
Balagere,1145.0,2,6500000.0,5676.855895196507
Balagere,1012.0,2,5459000.0,5394.268774703557
Balagere,1012.0,2,7500000.0,7411.067193675889
Balagere,1020.07,2,6838000.0,6703.461527150097
Balagere,1205.47,2,8100000.0,6719.370867794304
Balagere,1007.0,2,6500000.0,6454.816285998014
Balagere,656.0,1,5300000.0,8079.268292682927
Balagere,1205.0,2,7000000.0,5809.128630705394
Balagere,1210.0,2,7400000.0,6115.702479338843
Balagere,1210.0,2,8300000.0,6859.504132231405
Balagere,675.0,1,4500000.0,6666.666666666667
Balagere,656.0,1,4300000.0,6554.878048780488
Balagere,1012.0,2,6400000.0,6324.110671936759
Balagere,1007.0,2,6200000.0,6156.901688182721
Balagere,1007.0,2,6700000.0,6653.4260178748755
Balagere,1007.0,2,6600000.0,6554.121151936445
Balagere,1205.0,2,6386000.0,5299.585062240664
Balagere,1012.0,2,5358000.0,5294.466403162055
Balagere,1007.0,2,7500000.0,7447.864945382324
Balagere,645.0,1,3418000.0,5299.224806201551
Balagere,1007.0,2,5300000.0,5263.1578947368425
Balagere,1210.0,2,6900000.0,5702.479338842975
Balagere,790.5,1,4229500.0,5350.411132194813
Balagere,1012.0,2,6500000.0,6422.924901185771
Balagere,656.0,1,3877000.0000000005,5910.0609756097565
Balagere,645.0,1,3900000.0,6046.511627906977
Balagere,645.0,1,4100000.0,6356.589147286822
Balagere,1210.0,2,8200000.0,6776.859504132231
Balagere,661.0,1,3300000.0,4992.435703479577
Balagere,656.0,1,3477000.0000000005,5300.304878048782
Balagere,1205.0,2,7387000.0,6130.290456431535
Balagere,1012.0,2,7000000.0,6916.99604743083
Balagere,645.0,1,5500000.0,8527.131782945737
Balagere,1007.0,2,6800000.0,6752.730883813307
Balagere,1205.0,2,6700000.0,5560.165975103734
Balagere,1205.0,2,7900000.0,6556.016597510374
Balagere,1012.0,2,6800000.0,6719.367588932806
Banashankari,1200.0,3,4200000.0,3500.0
Banashankari,1077.0,2,3764000.0,3494.8932219127205
Banashankari,1470.0,3,8864000.0,6029.931972789115
Banashankari,1300.0,3,7500000.0,5769.2307692307695
Banashankari,1800.0,3,11500000.0,6388.888888888889
Banashankari,1125.0,2,6300000.0,5600.0
Banashankari,1340.0,3,5360000.0,4000.0
Banashankari,1310.0,2,8000000.0,6106.8702290076335
Banashankari,2600.0,3,13500000.0,5192.307692307692
Banashankari,1900.0,3,17000000.0,8947.368421052632
Banashankari,1260.0,2,7500000.0,5952.380952380952
Banashankari,1170.0,2,4679000.0,3999.1452991452993
Banashankari,2500.0,4,9500000.0,3800.0
Banashankari,1350.0,3,8300000.0,6148.148148148148
Banashankari,1425.0,3,4988000.0,3500.3508771929824
Banashankari,1330.0,2,7800000.0,5864.661654135339
Banashankari,1400.0,3,7800000.0,5571.428571428572
Banashankari,1700.0,3,12500000.0,7352.941176470588
Banashankari,1020.0,2,4079000.0,3999.0196078431372
Banashankari,1600.0,2,6398000.0,3998.75
Banashankari,1041.0,2,3644000.0,3500.480307396734
Banashankari,2400.0,1,20000000.0,8333.333333333334
Banashankari,1390.0,2,8600000.0,6187.050359712231
Banashankari,1460.0,2,7000000.0,4794.520547945205
Banashankari,1200.0,2,6000000.0,5000.0
Banashankari,1290.0,2,8000000.0,6201.550387596899
Banashankari,2582.0,3,25000000.0,9682.416731216112
Banashankari,1186.0,2,6500000.0,5480.607082630691
Banashankari,1650.0,3,10100000.0,6121.212121212121
Banashankari,1300.0,3,5500000.0,4230.7692307692305
Banashankari,1181.0,2,7500000.0,6350.550381033023
Banashankari,1105.0,2,9000000.0,8144.796380090498
Banashankari,720.0,1,6000000.0,8333.333333333334
Banashankari,1040.0,2,4500000.0,4326.923076923077
Banashankari,1330.0,2,7700000.0,5789.473684210527
Banashankari,1200.0,2,4900000.0,4083.3333333333335
Banashankari,1185.0,2,6700000.0,5654.008438818565
Banashankari,1000.0,2,5000000.0,5000.0
Banashankari,1650.0,3,9075000.0,5500.0
Banashankari,1310.0,2,8043000.000000001,6139.69465648855
Banashankari,600.0,2,2700000.0,4500.0
Banashankari,1430.0,2,8780000.0,6139.8601398601395
Banashankari,1020.0,2,4283000.0,4199.019607843137
Banashankari,1372.0,3,4802000.0,3500.0
Banashankari,1540.0,3,8000000.0,5194.805194805195
Banashankari,1195.0,2,3584000.0000000005,2999.1631799163183
Banashankari,1683.0,3,11500000.0,6833.036244800951
Banashankari,1800.0,3,12500000.0,6944.444444444444
Banashankari,1175.0,2,4113000.0000000005,3500.4255319148942
Banashankari,1750.0,3,8900000.0,5085.714285714285
Banashankari,1800.0,3,17500000.0,9722.222222222223
Banashankari,1450.0,2,5075000.0,3500.0
Banashankari,1770.0,3,10800000.0,6101.6949152542375
Banashankari,1420.0,3,6600000.0,4647.887323943662
Banashankari,1200.0,3,7452000.0,6210.0
Banashankari,1100.0,2,6300000.0,5727.272727272727
Banashankari,1426.0,3,8500000.0,5960.729312762974
Banashankari Stage II,1700.0,2,15000000.0,8823.529411764706
Banashankari Stage II,1200.0,4,15000000.0,12500.0
Banashankari Stage II,1500.0,3,12000000.0,8000.0
Banashankari Stage II,2400.0,5,51000000.0,21250.0
Banashankari Stage II,1240.0,3,5952000.0,4800.0
Banashankari Stage II,1250.0,2,11000000.0,8800.0
Banashankari Stage II,1260.0,3,9500000.0,7539.68253968254
Banashankari Stage II,2400.0,3,30000000.0,12500.0
Banashankari Stage II,1400.0,2,10000000.0,7142.857142857143
Banashankari Stage II,2800.0,5,42500000.0,15178.57142857143
Banashankari Stage II,3000.0,3,45000000.0,15000.0
Banashankari Stage II,1200.0,3,19800000.0,16500.0
Banashankari Stage II,1245.0,2,12500000.0,10040.160642570281
Banashankari Stage III,8500.0,4,14500000.0,1705.8823529411766
Banashankari Stage III,1305.0,3,5870000.0,4498.08429118774
Banashankari Stage III,1145.0,2,5840000.0,5100.436681222707
Banashankari Stage III,1650.0,3,11800000.0,7151.515151515152
Banashankari Stage III,2400.0,4,24000000.0,10000.0
Banashankari Stage III,1350.0,3,6800000.0,5037.037037037037
Banashankari Stage III,2000.0,4,10000000.0,5000.0
Banashankari Stage III,1305.0,3,5900000.0,4521.072796934866
Banashankari Stage III,1305.0,3,6000000.0,4597.701149425287
Banashankari Stage III,1200.0,2,4200000.0,3500.0
Banashankari Stage III,1480.0,3,7548000.0,5100.0
Banashankari Stage III,1304.0,2,11100000.0,8512.269938650306
Banashankari Stage III,1200.0,4,17000000.0,14166.666666666666
Banashankari Stage III,1000.0,3,12000000.0,12000.0
Banashankari Stage III,3000.0,6,15000000.0,5000.0
Banashankari Stage III,1085.0,2,5000000.0,4608.294930875576
Banashankari Stage III,1500.0,3,10000000.0,6666.666666666667
Banashankari Stage III,1350.0,1,14500000.0,10740.74074074074
Banashankari Stage III,2100.0,4,14700000.0,7000.0
Banashankari Stage III,1420.0,3,9500000.0,6690.140845070423
Banashankari Stage V,1300.0,3,5850000.0,4500.0
Banashankari Stage V,1305.0,3,4900000.0,3754.7892720306513
Banashankari Stage V,1035.0,2,3577000.0000000005,3456.038647342996
Banashankari Stage V,1355.0,3,6100000.0,4501.845018450184
Banashankari Stage V,1510.0,3,4757000.0,3150.3311258278145
Banashankari Stage V,1650.0,3,5198000.0,3150.3030303030305
Banashankari Stage V,1630.0,3,5135000.0,3150.306748466258
Banashankari Stage V,1315.0,3,4900000.0,3726.235741444867
Banashankari Stage V,1540.0,3,4851000.0,3150.0
Banashankari Stage V,920.0,2,4150000.0,4510.869565217391
Banashankari Stage VI,1177.5,2,5993500.0,5090.0212314225055
Banashankari Stage VI,4800.0,4,19000000.0,3958.3333333333335
Banashankari Stage VI,1160.0,2,5900000.0,5086.206896551724
Banashankari Stage VI,1180.0,2,5947000.0,5039.830508474576
Banashankari Stage VI,1423.0,3,7173000.0,5040.758959943781
Banashankari Stage VI,1392.0,3,6945999.999999999,4989.942528735632
Banashankari Stage VI,1410.5,3,7038500.000000001,4990.074441687346
Banashankari Stage VI,4800.0,4,20000000.0,4166.666666666667
Banaswadi,1184.0,2,5300000.0,4476.351351351352
Banaswadi,1145.0,2,5500000.0,4803.493449781659
Banaswadi,1250.0,2,6000000.0,4800.0
Banaswadi,1365.0,2,7300000.0,5347.985347985348
Banaswadi,1903.0,5,14000000.0,7356.8050446663165
Banaswadi,1222.0,2,8000000.0,6546.6448445171845
Banaswadi,870.0,2,3800000.0,4367.816091954023
Banaswadi,1200.0,2,6000000.0,5000.0
Banaswadi,1600.0,3,7450000.0,4656.25
Banaswadi,1340.0,2,7300000.0,5447.761194029851
Banaswadi,1008.0,2,5200000.0,5158.730158730159
Banaswadi,1105.0,2,5700000.0,5158.371040723982
Banjara Layout,1294.0,3,4800000.0,3709.4281298299848
Banjara Layout,1200.0,2,7000000.0,5833.333333333333
Banjara Layout,1050.0,2,6480000.0,6171.428571428572
Banjara Layout,753.0,2,5950000.0,7901.726427622842
Banjara Layout,900.0,3,7900000.0,8777.777777777777
Banjara Layout,3750.0,4,14500000.0,3866.6666666666665
Banjara Layout,2500.0,3,14000000.0,5600.0
Banjara Layout,1200.0,4,10500000.0,8750.0
Bannerghatta,1375.0,3,5700000.0,4145.454545454545
Bannerghatta,2611.0,3,23900000.0,9153.581003446956
Bannerghatta,3012.0,4,25000000.0,8300.132802124834
Bannerghatta,3012.0,4,26800000.0,8897.742363877822
Bannerghatta,1665.0,3,11000000.0,6606.606606606607
Bannerghatta,1618.0,3,6800000.0,4202.719406674907
Bannerghatta,2370.0,3,19500000.0,8227.848101265823
Bannerghatta,1100.0,2,6600000.0,6000.0
Bannerghatta,2895.5,4,24600000.0,8495.941978932828
Bannerghatta,1113.0,2,7000000.0,6289.308176100629
Bannerghatta,1200.0,2,7320000.0,6100.0
Bannerghatta,1070.0,2,8700000.0,8130.841121495327
Bannerghatta,1776.0,3,12400000.0,6981.981981981982
Bannerghatta,1776.0,3,15000000.0,8445.945945945947
Bannerghatta,1320.0,2,5000000.0,3787.878787878788
Bannerghatta,1120.0,2,4250000.0,3794.6428571428573
Bannerghatta Road,500.0,1,1850000.0,3700.0
Bannerghatta Road,1050.0,2,6500000.0,6190.476190476191
Bannerghatta Road,1170.0,3,6600000.0,5641.025641025641
Bannerghatta Road,595.0,1,3332000.0,5600.0
Bannerghatta Road,1445.0,3,9500000.0,6574.39446366782
Bannerghatta Road,1640.0,3,12000000.0,7317.073170731707
Bannerghatta Road,1380.0,4,5800000.0,4202.898550724638
Bannerghatta Road,1460.0,3,9000000.0,6164.3835616438355
Bannerghatta Road,1556.0,3,5913000.0,3800.1285347043704
Bannerghatta Road,1179.0,2,6602000.0,5599.660729431722
Bannerghatta Road,1122.5,2,5893500.0,5250.334075723831
Bannerghatta Road,793.0,2,4500000.0,5674.653215636822
Bannerghatta Road,1484.0,3,5250000.0,3537.735849056604
Bannerghatta Road,1400.0,2,7800000.0,5571.428571428572
Bannerghatta Road,2700.0,5,15800000.0,5851.851851851852
Bannerghatta Road,1215.0,2,5000000.0,4115.22633744856
Bannerghatta Road,1654.0,3,10000000.0,6045.949214026602
Bannerghatta Road,1181.0,2,5500000.0,4657.070279424217
Bannerghatta Road,1460.0,3,7200000.0,4931.506849315068
Bannerghatta Road,1200.0,2,7500000.0,6250.0
Bannerghatta Road,1760.0,3,6700000.0,3806.818181818182
Bannerghatta Road,595.0,1,3183000.0,5349.579831932773
Bannerghatta Road,1105.0,2,5100000.0,4615.384615384615
Bannerghatta Road,1255.0,2,6526000.000000001,5200.000000000001
Bannerghatta Road,1550.0,3,7800000.0,5032.258064516129
